지역구,지역동,아파트명,최저 시세,최고 시세,세대 수,동 수,최소 전용면적,최대 전용면적,초등학교까지의 거리
강서구,화곡동,일광,,,14,1,56.2,85.15,12
강서구,화곡동,일광2차,,,12,1,67.66,84.52,11
강서구,화곡동,일성스카이빌(주상복합),36000,68000,120,1,73.55,145.71,13
강서구,화곡동,일현세일(주상복합),55000,55000,14,1,100.01,126.88,12
강서구,화곡동,임탑A(주상복합),,,15,1,41.02,76.37,9
강서구,화곡동,임탑B(주상복합),,,14,1,54.69,54.69,11
강서구,화곡동,자하클래식(도시형),16000,16000,30,1,18.05,18.05,10
강서구,화곡동,제이월드,,,36,1,75.27,113.28,10
강서구,화곡동,제일에비앙,,,18,1,77.67,96.5,12
강서구,화곡동,주얼리,,,14,1,71.96,90.72,8
강서구,화곡동,중앙,,,15,1,60.29,91.42,6
강서구,화곡동,중앙하이츠,50000,60000,473,4,63.58,96.63,13
강서구,화곡동,지석(주상복합),28000,28000,31,1,51.01,103.12,10
강서구,화곡동,진명(주상복합),55000,55000,6,1,89.16,98.91,5
강서구,화곡동,진민그린(주상복합),,,12,1,68.91,96.65,6
강서구,화곡동,진성,,,26,2,78.2,120.94,2
강서구,화곡동,진영하이텔(주상복합),,,7,1,62.82,79.11,5
강서구,화곡동,진흥,45000,48000,40,2,76.48,82.44,8
강서구,화곡동,찬누리(도시형),23000,23000,20,1,19.47,33.85,12
강서구,화곡동,창대(주상복합),55000,57000,12,1,88.94,88.94,12
강서구,화곡동,천우(401-2),,,24,2,80.07,94.12,4
강서구,화곡동,천우네오젠,,,18,1,102.24,102.72,16
강서구,화곡동,천우네오젠9차(주상복합),,,16,1,70.44,70.71,11
강서구,화곡동,천우중앙,,,19,1,91.99,114.58,6
강서구,화곡동,청담라인씨티(주상복합),,,59,1,26.09,38.9,13
강서구,화곡동,청솔,75000,75000,35,1,94.64,157.51,12
강서구,화곡동,청송평화,,,9,1,68.94,72.33,6
강서구,화곡동,청우(1055-11),,,19,1,56.82,72.18,8
강서구,화곡동,청우(391-2),,,9,1,47.03,58.3,4
강서구,화곡동,초록,68000,110000,625,9,68.86,107.21,7
강서구,화곡동,크라운타워(도시형),,,27,1,38.46,55.85,13
강서구,화곡동,크로스캐슬,58000,58000,42,1,84.34,89.58,13
강서구,화곡동,킹덤그레이스(도시형),,,29,2,30.4,47.37,8
강서구,화곡동,타워빌,75000,75000,43,1,83.7,190.86,7
강서구,화곡동,탑건진선미(1155),67000,77000,98,1,86.67,106.25,9
강서구,화곡동,탑건진선미(786-9),,,18,1,80.65,94.61,17
강서구,화곡동,태경(347-13),,,12,1,44.93,90.38,15
강서구,화곡동,태경(381-7),,,10,1,75.15,77.3,2
강서구,화곡동,태성비리치,,,19,1,71.8,92.42,4
강서구,화곡동,태승,,,38,1,87.57,87.57,9
강서구,화곡동,태영(379-56),,,10,1,65.61,73.71,4
강서구,화곡동,태영(918-18),50000,50000,13,1,50.3,92.26,13
강서구,화곡동,태영그린(주상복합),,,9,1,96.98,96.98,5
강서구,화곡동,태영방송인,70000,95000,148,3,79.41,152.11,3
강서구,화곡동,태창네스트힐,42000,63000,95,2,72.97,107.24,8
강서구,화곡동,태흥,,,12,1,50.11,92.73,12
강서구,화곡동,토석아그네스빌,,,6,1,38.52,38.52,5
강서구,화곡동,트라움팰리스(도시형),15000,15000,28,1,28.09,28.09,11
강서구,화곡동,파크아리온,,,28,2,30.76,31.08,6
강서구,화곡동,팔라이스아파트먼트(도시형),,,16,1,42,42,9
강서구,화곡동,팔라이스타워(도시형),11300,11500,40,1,18.21,23.81,14
강서구,화곡동,포엠빌(주상복합),,,16,1,33.84,45.65,7
강서구,화곡동,푸른숲,45000,55000,49,1,79.44,114.91,4
강서구,화곡동,푸른숲2차,,,32,1,72.21,104.54,1
강서구,화곡동,풍원팰리스(주상복합),,,36,1,53.54,53.54,13
강서구,화곡동,프라임(도시형),,,12,1,67.22,68.71,10
강서구,화곡동,프라임팰리스,,,49,1,73.36,103.19,12
강서구,화곡동,프라임하우스(916-9도시형),26000,26000,16,1,45.39,45.39,11
강서구,화곡동,프라임하우스(925-17도시형),,,14,1,47.14,47.14,12
강서구,화곡동,프라임하우스(도시형),,,14,1,48.42,48.43,10
강서구,화곡동,하나캐슬(도시형),,,16,1,34.92,40.63,9
강서구,화곡동,한나일프레이즈(도시형),,,48,1,20.71,20.71,11
강서구,화곡동,한백e타운(주상복합),,,10,1,35.66,64,
강서구,화곡동,한백이(915-6),,,18,1,44.6,72.12,8
강서구,화곡동,한백이(925-1),,,18,1,54.11,70.32,11
강서구,화곡동,한백이타운,50000,55000,32,2,88.5,88.5,11
강서구,화곡동,한솔,,,8,1,64.01,65.66,
강서구,화곡동,한신베네스트(주상복합),37000,37000,16,1,66.91,68.69,10
강서구,화곡동,한양아이클래스(도시형),8500,8500,251,1,19.86,19.92,10
강서구,화곡동,한울(주상복합),,,36,1,25.02,35.33,9
강서구,화곡동,해오름(도시형),6500,6500,24,1,20.52,20.52,8
강서구,화곡동,해태드림타운(주상복합),,,69,1,85.7,107.74,10
강서구,화곡동,해평스퀘어(도시형),,,64,1,30.01,30.01,9
강서구,화곡동,향목그라비스,,,18,1,91.46,95.82,14
강서구,화곡동,현대그린,,,19,1,86.58,151.84,8
강서구,화곡동,현대홈타운(도시형),,,18,1,39.64,44.17,9
강서구,화곡동,혜성(주상복합),25000,26000,26,1,26.15,34.72,11
강서구,화곡동,혜인뜨란채(주상복합),33000,33000,12,1,47.96,58.41,4
강서구,화곡동,호성그린,,,11,1,36.73,76.61,
강서구,화곡동,호용그린피아,55000,55000,37,1,73.63,105.86,5
강서구,화곡동,화곡갤럭시(주상복합),,,16,1,30.95,31.69,7
강서구,화곡동,화곡대림,71000,100000,416,5,101.31,129.69,4
강서구,화곡동,화곡대진(101동),,,10,1,63.55,78.34,12
강서구,화곡동,화곡대진(102동),,,18,1,50.51,84.15,13
강서구,화곡동,화곡보람2차,,,187,3,76.02,140.84,4
강서구,화곡동,화곡보람3차,72000,74000,73,1,98.86,107.92,5
강서구,화곡동,화곡보람쉬움1차,45000,59500,65,1,48.69,102.03,7
강서구,화곡동,화곡보람쉬움6차(더하임),85000,90000,44,1,100.26,103.31,15
강서구,화곡동,화곡삼익,,,36,1,98.15,107,7
강서구,화곡동,화곡성재,50000,50000,19,1,82.2,88.44,8
강서구,화곡동,화곡예다움,69500,69500,68,1,72.22,104.98,3
강서구,화곡동,화곡투원씨(주상복합),,,19,2,26.87,66.51,5
강서구,화곡동,화곡투웨니퍼스트(주상복합),,,16,1,28.6,28.6,7
강서구,화곡동,화곡푸르지오,110000,220000,2176,50,114.99,235.91,2
강서구,화곡동,화곡한강,60000,60000,19,1,63.08,110.07,9
강서구,화곡동,화곡한울에이치밸리움(B동),29000,31000,40,1,26.97,28.99,5
강서구,화곡동,화곡한울에이치밸리움A동,29000,30000,44,1,23.85,29.1,4
강서구,화곡동,효성,,,20,2,57.95,59.06,10
강서구,화곡동,희훈리치파크,82500,95000,111,1,110.2,172.6,8
강서구,화곡동,힐탑(주상복합),,,10,1,50.83,65.21,4
관악구,남현동,VIP,62000,70000,10,1,76.27,91.05,9
관악구,남현동,관악산대창센시티(101동),87000,87000,49,1,73.07,137.54,4
관악구,남현동,관악산대창센시티(201동),78000,90000,49,1,106.26,106.69,4
관악구,남현동,관악산센텀,,,16,1,62.68,104.19,6
관악구,남현동,기아하이츠빌,,,12,1,101.83,106.23,5
관악구,남현동,남현그린,,,15,1,66.58,130.14,11
관악구,남현동,남현한일유앤아이,100000,140000,170,3,76.17,151.86,4
관악구,남현동,남현한일유앤아이2차,,,40,1,91.87,109.25,2
관악구,남현동,남현현대아이,,,14,1,57.95,95.34,4
관악구,남현동,남현흥화브라운빌,79000,113000,88,2,77.06,134.47,5
관악구,남현동,네스코로와(민간임대),,,28,1,14.93,18.46,11
관악구,남현동,네스코뮤즈빌,,,15,1,100.91,154.29,14
관악구,남현동,네스코수피아(도시형),,,50,2,41.44,55.47,12
관악구,남현동,네스코승방(주상복합),,,16,1,37.91,62.79,10
관악구,남현동,네스코시티(주상복합),,,16,1,21.22,107.94,10
관악구,남현동,노블스톤,,,10,1,94.37,158.27,2
관악구,남현동,뉴타운,,,32,2,63.94,96.66,14
관악구,남현동,다청림라인씨티(도시형),40000,57000,76,1,46.15,62.92,0
관악구,남현동,더트라이앵글3차(주상복합),,,8,1,52.36,54.12,11
관악구,남현동,동송하이클래스(1071-3),,,19,1,89.49,137.15,3
관악구,남현동,동송하이클래스(602-163),70000,70000,18,1,53.85,96.03,9
관악구,남현동,라움,66000,66000,14,1,62.43,68.21,7
관악구,남현동,로미,,,10,1,45.27,222.4,12
관악구,남현동,르메이에르강남타운1차(주상복합),,,46,1,155.11,155.11,8
관악구,남현동,리치골드빌,,,8,1,41.62,58.39,11
관악구,남현동,문영마운틴,,,19,1,74.25,132.38,4
관악구,남현동,별장,,,12,1,103.45,200.36,8
관악구,남현동,삼성홈타운,,,12,1,71.74,110.48,12
관악구,남현동,샌트앤,79000,79000,15,1,90.07,128.06,10
관악구,남현동,샌트앤2차,58000,66000,11,1,82.89,107.91,10
관악구,남현동,성원나이스,,,15,1,101.13,195.62,10
관악구,남현동,세종하이츠,60000,60000,19,1,66.25,109.57,3
관악구,남현동,센텀(주상복합),95000,100000,12,1,94.68,95.28,9
관악구,남현동,솔본,,,18,1,91.24,108.64,6
관악구,남현동,송림퍼스트빌,,,12,1,77.52,106.49,10
관악구,남현동,양지네스코빌,,,12,1,121.01,167.66,11
관악구,남현동,예성그랑펠리체,95000,145000,129,3,89.19,135.65,7
관악구,남현동,예성그린캐슬1차,,,53,1,77.04,103.02,4
관악구,남현동,예성그린캐슬2차,95000,100000,86,1,48.34,123.67,4
관악구,남현동,예성그린캐슬3차,120000,130000,49,1,84.46,169.12,5
관악구,남현동,예촌,70000,83000,30,2,83.73,135.46,2
관악구,남현동,예촌그린,,,9,1,106.02,161.4,2
관악구,남현동,예촌하이츠빌,67000,67000,11,1,98.69,141.49,3
관악구,남현동,우림루미아트,120000,135000,174,4,104.23,140.1,3
관악구,남현동,우평,,,19,1,81.4,128.68,3
관악구,남현동,이산이랑,,,6,1,119.28,167.51,9
관악구,남현동,진영씨티파크,,,8,1,58.1,58.42,4
관악구,남현동,카사빌,,,18,1,46.92,122.92,9
관악구,남현동,풍산캐슬,,,18,1,88.38,117.43,4
관악구,남현동,플라워스위트,,,24,2,65.66,94.68,6
관악구,남현동,하이원팰리스(주상복합),,,8,1,68.46,68.46,9
관악구,남현동,하이파크,86500,130000,48,1,44.96,142.51,9
관악구,남현동,한솔아크로,,,12,1,50.15,95.84,11
관악구,남현동,한울(도시형),,,20,2,26.65,53.41,11
관악구,남현동,현대이즈빌,,,19,1,73.55,154.66,6
관악구,봉천동,CJ(도시형),,,24,1,13.04,18.12,12
관악구,봉천동,KW타워(주상복합),,,7,1,41.99,84.41,8
관악구,봉천동,Q타워(도시형),,,79,1,27.38,34.94,9
관악구,봉천동,SJ프리미어(주상복합),,,20,1,27.36,30.62,6
관악구,봉천동,WS타워(도시형),20000,26000,104,1,33.31,42.67,4
관악구,봉천동,YK서울대(주상복합),,,26,1,14.8,36.92,8
관악구,봉천동,YK타워(도시형),,,24,1,14.55,19.5,10
관악구,봉천동,e편한세상서울대입구,116000,185000,1531,22,82.5,151.95,2
관악구,봉천동,e편한세상서울대입구2차,115000,165000,519,10,77.88,149.57,3
관악구,봉천동,갑을,73000,75000,95,1,80.49,108.51,1
관악구,봉천동,건영6차,81500,123000,184,3,68.13,137.41,2
관악구,봉천동,경원로얄시티,,,19,1,78.83,105.58,5
관악구,봉천동,경원시티,,,19,1,76.74,113.66,4
관악구,봉천동,골드하임(도시형),,,41,1,23.03,151.97,
관악구,봉천동,골드하임2차(도시형),,,18,1,30.77,38.76,
관악구,봉천동,관악교수,,,12,1,124.65,133.1,7
관악구,봉천동,관악동부센트레빌,120000,120000,487,7,79.43,136.71,8
관악구,봉천동,관악드림타운,90000,135000,3544,44,80.43,141.43,2
관악구,봉천동,관악미래가,,,19,1,116.75,153.67,4
관악구,봉천동,관악브라운스톤,86000,110000,148,4,76.5,138.5,9
관악구,봉천동,관악우성,79500,135000,1597,8,87.63,143.28,14
관악구,봉천동,관악월드메르디앙,81000,90000,118,2,100.98,107.72,7
관악구,봉천동,관악위버폴리스(주상복합),117000,130000,108,2,109.5,238.91,7
관악구,봉천동,관악중앙하이츠포레,100000,100000,82,2,59.8,98.6,3
관악구,봉천동,관악청광플러스원,82000,100000,71,1,78.49,106.73,3
관악구,봉천동,관악캐스빌,,,17,1,57.1,104.35,13
관악구,봉천동,관악캠퍼스타워(주상복합),14500,23000,129,1,40.8,67.18,11
관악구,봉천동,관악태우미소가(주상복합),27500,27500,35,1,20.48,106.07,3
관악구,봉천동,관악파크푸르지오,93000,120000,363,7,78.99,111.99,11
관악구,봉천동,관악푸르지오,84500,155000,2104,23,79.89,139.22,10
관악구,봉천동,관악한일유앤아이,105000,110000,74,1,103.26,105.22,8
관악구,봉천동,관전G타워(주상복합),,,48,1,21.9,44.09,7
관악구,봉천동,그레이빌(주상복합),,,16,1,27.38,33.54,
관악구,봉천동,그린,55000,55000,30,1,52.72,90.73,9
관악구,봉천동,길성,,,19,1,77.85,100.91,5
관악구,봉천동,낙성대늘푸른1차,,,14,1,97.78,106.96,12
관악구,봉천동,낙성대늘푸른2차,75000,75000,14,1,83.47,83.47,11
관악구,봉천동,낙성대에메랄드,,,7,1,94.26,94.26,11
관악구,봉천동,낙성대현대1차,79000,80000,251,3,82.63,156.56,10
관악구,봉천동,낙성대현대2차,95000,138000,122,2,85.12,140.56,2
관악구,봉천동,낙성대현대홈타운,110000,133000,297,2,113.22,151.12,5
관악구,봉천동,남경(도시형),,,29,1,14.35,35.7,4
관악구,봉천동,노들리안3(도시형),,,21,1,21.19,42.98,2
관악구,봉천동,노들리안3(주상복합),,,1,1,81.03,81.03,2
관악구,봉천동,노블레스,,,19,1,58.17,98.23,3
관악구,봉천동,뉴그린,,,44,1,94.21,202.5,6
관악구,봉천동,뉴파크플러스,58000,60000,15,1,79.45,89.17,3
관악구,봉천동,늘푸른,90000,100000,27,1,76.67,89.45,4
관악구,봉천동,늘푸른3차,,,19,1,48.14,91.89,12
관악구,봉천동,늘푸른5차,,,19,1,65.81,95.21,13
관악구,봉천동,닷컴오뜨빌,,,10,1,139.84,139.84,1
관악구,봉천동,대경,,,19,1,59.86,85.93,7
관악구,봉천동,대도,,,40,1,55.45,74.18,6
관악구,봉천동,대동황실,,,19,1,91.8,131.72,4
관악구,봉천동,대안그린,,,18,1,81.12,131.5,5
관악구,봉천동,대영(도시형),,,28,1,50.63,58.46,10
관악구,봉천동,대우디오슈페리움1단지(주상복합),,,58,1,74.34,175.87,7
관악구,봉천동,대우디오슈페리움2단지(주상복합),87000,110000,66,1,112.81,113.04,6
관악구,봉천동,대원,,,33,2,104.2,119.29,4
관악구,봉천동,더갤러리테라스,53000,55000,27,1,42.06,80.82,0
관악구,봉천동,더라임(주상복합),,,12,1,34.22,39.02,6
관악구,봉천동,더울림메트로타워(도시형),17000,17000,28,1,20.08,34.29,9
관악구,봉천동,더헤르미온(도시형),26500,27000,49,1,17.15,20.63,2
관악구,봉천동,덕산에코빌(주상복합),,,8,1,54.01,54.01,37
관악구,봉천동,덕산타워(주상복합),,,20,1,20.63,24.78,7
관악구,봉천동,도영힐,85000,85000,19,1,74.32,163.07,5
관악구,봉천동,동아타운,30000,110000,121,1,41.09,166.99,3
관악구,봉천동,동아타운21(주상복합),90000,90000,18,1,131.15,162.81,7
관악구,봉천동,동원낙성대,,,48,1,90,167.92,2
관악구,봉천동,두산,98000,160000,2001,25,82.27,159.02,10
관악구,봉천동,라온(도시형),,,80,1,18.5,33.21,8
관악구,봉천동,라온3(주상복합),,,27,1,18.7,19.97,6
관악구,봉천동,로얄클래스,81000,81000,19,1,129.74,129.74,3
관악구,봉천동,로얄팰리스,,,14,1,59.88,72.02,14
관악구,봉천동,로얄훼미리,69000,69000,19,1,87.16,93.07,13
관악구,봉천동,리마크빌관악(민간임대도시형),,,128,1,30.42,38.85,8
관악구,봉천동,마에스트로캠퍼스타운(도시형),13000,14000,117,1,24.69,27.2,6
관악구,봉천동,메이플스테이,,,14,1,17.95,36.93,8
관악구,봉천동,무학,,,81,1,83.61,116.05,7
관악구,봉천동,미래(주상복합),,,19,1,75.85,129.21,8
관악구,봉천동,미소가,,,9,1,88.02,133.73,9
관악구,봉천동,반석블레스빌,70000,85000,49,1,88,176.33,8
관악구,봉천동,반석푸른숲,75000,97000,137,3,76.27,103.06,17
관악구,봉천동,벽산블루밍1차,76000,135000,2105,18,78.18,149.86,1
관악구,봉천동,보라매롯데캐슬(주상복합),160000,180000,98,1,217.93,222.82,6
관악구,봉천동,보라매삼성,95000,132000,710,8,104.71,104.95,7
관악구,봉천동,보람,,,33,2,59.59,91.22,8
관악구,봉천동,보람하이빌,,,16,1,69.14,132.89,7
관악구,봉천동,복권,29500,31000,108,3,54.96,54.96,7
관악구,봉천동,봉천두솔,,,14,1,52.77,80.95,3
관악구,봉천동,봉천로마아트빌,,,19,1,102.37,132.51,8
관악구,봉천동,봉천벽산블루밍3차,88000,110000,281,5,77.11,133.64,3
관악구,봉천동,봉천벽산타운2차,72000,88000,203,1,80.36,130.52,6
관악구,봉천동,부미아띠랑스힐,71000,71000,53,1,100.25,101.83,6
관악구,봉천동,쁘띠그린힐(도시형),23000,23000,19,1,38.29,98.22,8
관악구,봉천동,삼보홈타운,,,12,1,61.45,91.2,14
관악구,봉천동,삼성,36000,36000,25,1,71.67,75.63,3
관악구,봉천동,삼성아트빌,84000,84000,12,1,106.8,114.08,13
관악구,봉천동,삼일(도시형),,,28,1,18.38,20.52,6
관악구,봉천동,삼정,,,14,1,102.06,105.36,17
관악구,봉천동,새진(104동),62000,62000,18,1,99.11,99.39,16
관악구,봉천동,새진(105동),,,19,1,61.21,104.35,16
관악구,봉천동,새진(106동),,,14,1,25.27,103.91,16
관악구,봉천동,새진(107동),,,17,1,100.76,125.98,16
관악구,봉천동,새진(108동),70000,75000,19,1,48.64,95.48,16
관악구,봉천동,새진(1619-27),85000,85000,19,1,48.6,102.35,5
관악구,봉천동,새진(1653-10),,,19,1,45.98,96.12,9
관악구,봉천동,새진(645),,,19,1,72.74,99.49,6
관악구,봉천동,새진3차,,,18,1,61.6,116.55,6
관악구,봉천동,생모리츠타운(주상복합),58000,60000,26,1,74.69,127.64,7
관악구,봉천동,샤르망파크(주상복합),,,16,1,20.61,29.05,10
관악구,봉천동,서울대역마에스트로(도시형),19000,37000,84,1,19.15,60.88,9
관악구,봉천동,서울대역해담채(주상복합),13500,17500,46,1,20.61,33.45,7
관악구,봉천동,서울대입구삼성,78000,130000,254,3,83.18,144.4,1
관악구,봉천동,서울대입구아이원,98000,153000,374,7,75.05,132.8,10
관악구,봉천동,서울대입구한양아이클래스(도시형),18000,18000,139,1,27.13,30.61,6
관악구,봉천동,서희스타힐스(주상복합),70000,95000,142,1,75.29,121.85,14
관악구,봉천동,선경,,,72,1,68.23,103.37,8
관악구,봉천동,성원홈,,,14,1,51.23,88.01,6
관악구,봉천동,성현동아,80000,130000,1261,10,86.19,141.16,1
관악구,봉천동,센트럴포인트(주상복합),,,19,1,15.61,132.6,6
관악구,봉천동,수아주서울대(도시형),,,54,1,20.11,20.11,5
관악구,봉천동,수팰리스FT(도시형),,,29,2,32.32,59.45,5
관악구,봉천동,스마일타운,,,16,1,22.54,124.25,13
관악구,봉천동,신봉,79000,79000,277,2,83.45,84.45,1
관악구,봉천동,신부,68000,68000,19,1,97.46,143.52,2
관악구,봉천동,신부파스카빌,,,12,1,62.86,95.32,6
관악구,봉천동,신성새실마을,80000,90000,57,3,69.95,119.95,6
관악구,봉천동,신양,,,10,1,45.52,97.61,8
관악구,봉천동,신원메트로빌(주상복합),,,26,1,105.24,145.64,9
관악구,봉천동,신하우스,,,2,1,71.39,89.24,8
관악구,봉천동,신화골든타워(주상복합),,,20,1,15.12,35.03,3
관악구,봉천동,아가토스9(도시형),,,12,1,34.88,38.61,3
관악구,봉천동,아이펠리스,,,19,1,90.71,144.42,9
관악구,봉천동,아트리움(주상복합),47000,47000,12,1,29.99,48.57,8
관악구,봉천동,에메랄드(101동),,,19,1,50.46,101.41,6
관악구,봉천동,에메랄드(102동),,,9,1,46.88,98.31,6
관악구,봉천동,에메랄드(103~105동),75000,90000,42,3,71.01,111.82,7
관악구,봉천동,에스클래스,,,16,1,41.57,42.53,9
관악구,봉천동,에이스인헌,,,19,1,75.93,76.74,8
관악구,봉천동,엘디타운(도시형),,,24,1,25.01,25.01,11
관악구,봉천동,연희,,,114,5,60.28,77.88,8
관악구,봉천동,위너스이즈,62000,65000,15,1,70.61,99.76,3
관악구,봉천동,은선,,,15,1,109.8,114.37,4
관악구,봉천동,은선파인빌(주상복합),,,27,1,51.9,168.7,2
관악구,봉천동,은천1단지,105000,110000,180,4,107.89,108.12,15
관악구,봉천동,은천2단지,63000,90000,384,8,69.71,83.64,17
관악구,봉천동,은천누리에뜰(주상복합),,,18,1,167.21,204.98,1
관악구,봉천동,은천로제리움(도시형),,,34,1,19,64.25,7
관악구,봉천동,은천아이비테라스(도시형),,,42,1,24.02,44.63,9
관악구,봉천동,이에스하임11차(도시형),,,20,1,31.37,33.87,4
관악구,봉천동,인헌,60000,70000,216,3,86.7,86.7,19
관악구,봉천동,일동행복세상,,,19,1,60.07,100.34,5
관악구,봉천동,일두,60000,69000,204,5,50.8,72.52,5
관악구,봉천동,장미,,,18,1,92.25,92.25,4
관악구,봉천동,제창그로힐,,,85,1,84.41,103.98,14
관악구,봉천동,청록아트빌2(주상복합),,,3,1,119.7,125.95,4
관악구,봉천동,청록아트빌Ⅰ(주상복합),,,3,1,118.4,123.55,4
관악구,봉천동,청룡금강아미움,83000,100000,107,6,86.88,106.42,6
관악구,봉천동,카카오티(도시형),,,29,1,21.53,46.48,6
관악구,봉천동,카후나빌,,,13,1,55.61,100.68,6
관악구,봉천동,칸타빌레7차(주상복합),21000,21000,19,1,16.74,16.74,
관악구,봉천동,케이에스타워(주상복합),,,16,1,30.77,41.52,6
관악구,봉천동,코스모블루(도시형),13000,15000,65,1,18.94,22.28,7
관악구,봉천동,코스코수,67000,70000,19,1,82.28,116.81,4
관악구,봉천동,탑아파트,,,11,1,76.4,115.29,3
관악구,봉천동,태승,,,11,1,63.62,86.14,7
관악구,봉천동,태양(주상복합),,,4,1,76.06,76.06,1
관악구,봉천동,트라움(주상복합),,,7,1,39.85,85.58,3
관악구,봉천동,푸르빌1차(주상복합),,,18,1,86.22,125.55,4
관악구,봉천동,푸르빌2차,,,18,1,62.8,117.22,6
관악구,봉천동,푸르빌3차,,,18,1,56.44,122.8,4
관악구,봉천동,푸르빌5차,,,10,1,80.08,119.21,4
관악구,봉천동,프라비다1(도시형),14800,17000,49,1,19.93,20.52,9
관악구,봉천동,프라비다2(도시형),16000,30000,208,1,18.58,52.36,6
관악구,봉천동,프라비다M(도시형),31000,31000,114,1,21.03,40.47,4
관악구,봉천동,플러스타워(주상복합),,,26,1,13.42,117.22,6
관악구,봉천동,하우젠빌(주상복합),,,16,1,100.55,102.64,5
관악구,봉천동,하이캐슬(1595-14),71500,71500,38,2,93.69,115.41,4
관악구,봉천동,하이캐슬(1718-6),70000,70000,14,1,99.01,99.05,8
관악구,봉천동,하임S(도시형),,,24,1,17.29,23.83,13
관악구,봉천동,해바라기,,,120,4,49.02,49.06,6
관악구,봉천동,해태보라매타워(주상복합),90000,95000,138,1,83.18,117,17
관악구,봉천동,행복(도시형),,,7,1,26.93,60.22,8
관악구,봉천동,현대,79000,137000,2134,26,76.21,138.15,5
관악구,봉천동,현대M타운,39000,39000,16,1,30.67,33.69,4
관악구,봉천동,화운원(주상복합),,,5,1,58.55,172.13,6
관악구,봉천동,휴먼,,,39,2,52.41,123.73,10
관악구,신림동,GS파크뷰,,,14,1,34.73,55.6,7
관악구,신림동,G밸리마인드(도시형),21000,21000,83,1,23.21,31.13,13
관악구,신림동,HK빌리지(주상복합),,,17,1,24.44,124.95,7
관악구,신림동,JK하우스(도시형),,,16,1,15.79,18.29,5
관악구,신림동,가야위드안(주상복합),,,165,1,38.15,127.12,6
관악구,신림동,가윤(도시형),,,28,1,17.47,20.78,10
관악구,신림동,강남,,,876,17,46.28,69.42,6
관악구,신림동,강남(529-3),60000,60000,12,1,62.81,68.97,10
관악구,신림동,건영1차,65000,120000,492,3,56.67,100.09,2
관악구,신림동,건영2차,50000,60000,338,4,64.52,91,1
관악구,신림동,건영3차,75000,110000,783,7,78.5,101.94,6
관악구,신림동,건영4차,78000,88000,236,3,105.46,105.68,11
관악구,신림동,고흥,,,7,1,90.76,90.76,9
관악구,신림동,관악,52000,55000,119,4,67.67,74.36,2
관악구,신림동,관악산휴먼시아1단지,71000,110000,545,7,78.58,146.19,5
관악구,신림동,관악산휴먼시아2단지,69000,110000,2265,32,80.72,147.16,3
관악구,신림동,관악우정하이비젼1단지,85000,98000,140,2,95.38,111.86,10
관악구,신림동,관악우정하이비젼2단지,85000,87000,124,2,111.08,111.08,10
관악구,신림동,국제산장,52000,70000,630,8,76.85,103.11,14
관악구,신림동,그랜드타워(주상복합),,,19,1,30.05,58.28,6
관악구,신림동,그린플러스신림해담채(도시형),14000,14000,85,1,19.37,19.89,6
관악구,신림동,금호타운1차,55000,80000,227,2,83.18,118.48,10
관악구,신림동,기풍홈타워,,,16,1,101.78,101.78,4
관악구,신림동,뉴서울,,,120,2,72.18,90.71,14
관악구,신림동,늘푸른,,,12,1,73.22,103.12,4
관악구,신림동,다온타워(도시형),,,16,1,29.85,39,10
관악구,신림동,더라임(주상복합),,,16,1,16.71,34.76,9
관악구,신림동,더케이타워(주상복합),,,17,1,19.21,77.7,15
관악구,신림동,동마,52000,80000,83,1,82.72,108.58,5
관악구,신림동,동문,,,31,1,76.52,119.08,10
관악구,신림동,동훈씨디아이,,,36,1,82.06,107.08,2
관악구,신림동,드림타운(도시형),,,28,2,24.76,31.85,5
관악구,신림동,라이프,63000,105000,171,1,77.51,150.84,1
관악구,신림동,래디앙,,,28,1,31.85,76.94,2
관악구,신림동,로마,70000,80000,49,1,77.12,123.99,15
관악구,신림동,로하스(도시형),,,8,1,19.61,23.04,2
관악구,신림동,리버파크(주상복합),,,12,1,53.72,61.34,
관악구,신림동,리츠(도시형),,,18,1,18.12,94.14,7
관악구,신림동,미래,62000,65000,39,1,78.67,152.75,5
관악구,신림동,미래한건,,,29,1,88.14,95.51,7
관악구,신림동,미성,110000,120000,280,2,77.23,101.36,11
관악구,신림동,바라본,70000,75000,20,1,95.19,178.98,15
관악구,신림동,벨라루체(도시형),53000,53000,21,1,44.08,57.14,9
관악구,신림동,벽산블루밍,,,177,3,84.13,122.84,4
관악구,신림동,보라매,52000,52000,96,14,66.24,76.21,9
관악구,신림동,보라매갑을,,,157,1,71.77,95.9,7
관악구,신림동,보라매스카이,,,27,1,81.34,100.79,10
관악구,신림동,보라매팰리스,,,12,1,34.31,37.77,11
관악구,신림동,본스페이스(도시형),,,20,1,31.96,33.2,4
관악구,신림동,산장그린,,,10,1,80.59,80.59,7
관악구,신림동,삼성(주상복합),56000,60000,22,1,79.9,85.17,8
관악구,신림동,삼성산주공3단지,59000,93000,1482,9,75.59,146.29,16
관악구,신림동,삼성아트빌,,,18,1,59.9,78.04,2
관악구,신림동,삼성홈타운,,,14,1,60.69,113.78,8
관악구,신림동,상목에버빌,,,29,2,80.74,164.27,12
관악구,신림동,서광(도시형),,,12,1,29.17,89.02,7
관악구,신림동,서울중앙,,,30,3,72.56,93.76,10
